Week,Day,Time,W/L,OT,Record,@,Opponent,TeamScore,OpponentScore,Off_1stDn,Off_Totyd,Off_PassYd,Off_RushYd,Off_TO,Def_1stDn,Def_Totyd,Def_PassYd,Def_RushYd,Def_TO,ExpOff,ExpDef,ExpSpTeams,year,win_pct,Team,Timestamp
4,Sun,1:00PM ET,0,0,1-3,1,Jacksonville Jaguars,12.0,31.0,10.0,178.0,144.0,34.0,0.0,23.0,503.0,377.0,126.0,3.0,-11.57,-4.35,2.04,2018,0.25,nyj,2018-09-30
5,Sun,1:00PM ET,1,0,2-3,0,Denver Broncos,34.0,16.0,18.0,512.0,189.0,323.0,2.0,26.0,436.0,344.0,92.0,1.0,16.16,0.21,0.78,2018,0.4,nyj,2018-10-07
6,Sun,1:00PM ET,1,0,3-3,0,Indianapolis Colts,42.0,34.0,18.0,374.0,267.0,107.0,2.0,24.0,428.0,301.0,127.0,4.0,1.27,5.04,-4.11,2018,0.5,nyj,2018-10-14
7,Sun,1:00PM ET,0,0,3-4,0,Minnesota Vikings,17.0,37.0,16.0,263.0,192.0,71.0,4.0,15.0,316.0,228.0,88.0,0.0,-25.19,2.03,3.85,2018,0.42857142857142855,nyj,2018-10-21
8,Sun,1:00PM ET,0,0,3-5,1,Chicago Bears,10.0,24.0,12.0,207.0,150.0,57.0,0.0,22.0,395.0,216.0,179.0,0.0,-6.25,-15.66,9.71,2018,0.375,nyj,2018-10-28
9,Sun,1:00PM ET,0,0,3-6,1,Miami Dolphins,6.0,13.0,15.0,282.0,202.0,80.0,4.0,7.0,168.0,104.0,64.0,0.0,-18.82,16.51,-3.31,2018,0.3333333333333333,nyj,2018-11-04
10,Sun,1:00PM ET,0,0,3-7,0,Buffalo Bills,10.0,41.0,12.0,199.0,116.0,83.0,2.0,23.0,451.0,239.0,212.0,0.0,-15.96,-16.35,-5.86,2018,0.3,nyj,2018-11-11
12,Sun,1:00PM ET,0,0,3-8,0,New England Patriots,13.0,27.0,18.0,338.0,264.0,74.0,1.0,25.0,498.0,283.0,215.0,0.0,1.72,-20.44,2.45,2018,0.2727272727272727,nyj,2018-11-25
13,Sun,4:05PM ET,0,0,3-9,1,Tennessee Titans,22.0,26.0,15.0,280.0,124.0,156.0,1.0,22.0,403.0,273.0,130.0,1.0,-12.4,-1.59,9.82,2018,0.25,nyj,2018-12-02
14,Sun,1:00PM ET,1,0,4-9,1,Buffalo Bills,27.0,23.0,15.0,248.0,170.0,78.0,2.0,24.0,368.0,192.0,176.0,3.0,4.74,-6.81,5.69,2018,0.3076923076923077,nyj,2018-12-09
15,Sat,4:30PM ET,0,0,4-10,0,Houston Texans,22.0,29.0,21.0,318.0,228.0,90.0,1.0,15.0,286.0,239.0,47.0,0.0,-0.47,-2.17,-4.92,2018,0.2857142857142857,nyj,2018-12-15
16,Sun,1:00PM ET,0,1,4-11,0,Green Bay Packers,38.0,44.0,23.0,370.0,323.0,47.0,0.0,35.0,540.0,413.0,127.0,1.0,12.93,-33.16,15.5,2018,0.26666666666666666,nyj,2018-12-23
17,Sun,1:00PM ET,0,0,4-12,1,New England Patriots,3.0,38.0,12.0,239.0,135.0,104.0,3.0,24.0,375.0,244.0,131.0,0.0,-29.0,-12.41,5.46,2018,0.25,nyj,2018-12-30
1,Sun,1:00PM ET,0,0,0-1,0,Buffalo Bills,16.0,17.0,17.0,223.0,155.0,68.0,1.0,23.0,370.0,242.0,128.0,4.0,-7.39,3.17,1.63,2019,0.0,nyj,2019-09-08
2,Mon,8:15PM ET,0,0,0-2,0,Cleveland Browns,3.0,23.0,13.0,262.0,169.0,93.0,1.0,16.0,375.0,305.0,70.0,1.0,-14.42,-4.95,0.9,2019,0.0,nyj,2019-09-16
3,Sun,1:00PM ET,0,0,0-3,1,New England Patriots,14.0,30.0,6.0,105.0,69.0,36.0,1.0,21.0,381.0,313.0,68.0,2.0,-26.43,-1.65,9.81,2019,0.0,nyj,2019-09-22
5,Sun,1:00PM ET,0,0,0-4,1,Philadelphia Eagles,6.0,31.0,9.0,128.0,61.0,67.0,3.0,17.0,265.0,181.0,84.0,1.0,-35.65,4.56,6.44,2019,0.0,nyj,2019-10-06
6,Sun,4:25PM ET,1,0,1-4,0,Dallas Cowboys,24.0,22.0,20.0,382.0,326.0,56.0,1.0,26.0,399.0,270.0,129.0,0.0,10.83,-11.13,3.11,2019,0.2,nyj,2019-10-13
7,Mon,8:15PM ET,0,0,1-5,0,New England Patriots,0.0,33.0,12.0,154.0,73.0,81.0,6.0,22.0,323.0,249.0,74.0,1.0,-28.37,-2.21,-1.82,2019,0.16666666666666666,nyj,2019-10-21
8,Sun,1:00PM ET,0,0,1-6,1,Jacksonville Jaguars,15.0,29.0,15.0,213.0,167.0,46.0,3.0,21.0,389.0,278.0,111.0,1.0,-12.91,-4.35,3.33,2019,0.14285714285714285,nyj,2019-10-27
9,Sun,1:00PM ET,0,0,1-7,1,Miami Dolphins,18.0,26.0,17.0,321.0,238.0,83.0,1.0,22.0,316.0,266.0,50.0,0.0,-2.76,-9.94,3.06,2019,0.125,nyj,2019-11-03
10,Sun,1:00PM ET,1,0,2-7,0,New York Giants,34.0,27.0,18.0,294.0,218.0,76.0,0.0,15.0,281.0,258.0,23.0,2.0,6.97,2.96,-0.39,2019,0.2222222222222222,nyj,2019-11-10
11,Sun,1:00PM ET,1,0,3-7,1,Washington Redskins,34.0,17.0,23.0,400.0,285.0,115.0,2.0,13.0,225.0,171.0,54.0,1.0,10.08,18.32,-9.2,2019,0.3,nyj,2019-11-17
12,Sun,1:00PM ET,1,0,4-7,0,Oakland Raiders,34.0,3.0,21.0,401.0,313.0,88.0,1.0,10.0,208.0,140.0,68.0,2.0,12.75,19.86,-2.36,2019,0.36363636363636365,nyj,2019-11-24
13,Sun,1:00PM ET,0,0,4-8,1,Cincinnati Bengals,6.0,22.0,15.0,271.0,209.0,62.0,0.0,18.0,277.0,233.0,44.0,0.0,-12.69,-1.76,-0.63,2019,0.3333333333333333,nyj,2019-12-01
14,Sun,1:00PM ET,1,0,5-8,0,Miami Dolphins,22.0,21.0,22.0,374.0,262.0,112.0,1.0,22.0,362.0,240.0,122.0,1.0,5.93,-5.46,0.46,2019,0.38461538461538464,nyj,2019-12-08
15,Thu,8:20PM ET,0,0,5-9,1,Baltimore Ravens,21.0,42.0,13.0,310.0,207.0,103.0,2.0,23.0,430.0,212.0,218.0,0.0,-6.5,-25.99,9.13,2019,0.35714285714285715,nyj,2019-12-12
16,Sun,1:00PM ET,1,0,6-9,0,Pittsburgh Steelers,16.0,10.0,14.0,259.0,174.0,85.0,1.0,16.0,260.0,185.0,75.0,2.0,-8.44,11.79,5.1,2019,0.4,nyj,2019-12-22
17,Sun,1:00PM ET,1,0,7-9,1,Buffalo Bills,13.0,6.0,18.0,271.0,185.0,86.0,1.0,17.0,309.0,236.0,73.0,3.0,-3.92,13.72,-1.1,2019,0.4375,nyj,2019-12-29
1,Sun,1:00PM ET,0,0,0-1,1,Buffalo Bills,17.0,27.0,15.0,254.0,202.0,52.0,2.0,31.0,404.0,306.0,98.0,2.0,-0.12,-14.47,3.63,2020,0.0,nyj,2020-09-13
2,Sun,1:00PM ET,0,0,0-2,0,San Francisco 49ers,13.0,31.0,17.0,277.0,173.0,104.0,0.0,17.0,359.0,177.0,182.0,1.0,-4.92,-11.4,-0.86,2020,0.0,nyj,2020-09-20
3,Sun,4:05PM ET,0,0,0-3,1,Indianapolis Colts,7.0,36.0,15.0,260.0,151.0,109.0,3.0,21.0,353.0,234.0,119.0,0.0,-22.25,-11.02,0.99,2020,0.0,nyj,2020-09-27
4,Thu,8:20PM ET,0,0,0-4,0,Denver Broncos,28.0,37.0,18.0,321.0,192.0,129.0,0.0,21.0,359.0,242.0,117.0,3.0,-6.47,-7.81,0.72,2020,0.0,nyj,2020-10-01
5,Sun,1:00PM ET,0,0,0-5,0,Arizona Cardinals,10.0,30.0,21.0,285.0,162.0,123.0,0.0,28.0,496.0,369.0,127.0,1.0,-4.27,-17.2,3.61,2020,0.0,nyj,2020-10-11
6,Sun,4:05PM ET,0,0,0-6,1,Miami Dolphins,0.0,24.0,13.0,263.0,148.0,115.0,1.0,18.0,302.0,192.0,110.0,2.0,-18.17,-0.32,-3.79,2020,0.0,nyj,2020-10-18
7,Sun,1:00PM ET,0,0,0-7,0,Buffalo Bills,10.0,18.0,17.0,191.0,91.0,100.0,2.0,26.0,422.0,296.0,126.0,1.0,-8.08,-6.27,3.23,2020,0.0,nyj,2020-10-25
8,Sun,1:00PM ET,0,0,0-8,1,Kansas City Chiefs,9.0,35.0,13.0,221.0,128.0,93.0,1.0,25.0,496.0,446.0,50.0,0.0,-8.29,-21.48,6.95,2020,0.0,nyj,2020-11-01
9,Mon,8:15PM ET,0,0,0-9,0,New England Patriots,27.0,30.0,18.0,322.0,257.0,65.0,1.0,30.0,433.0,274.0,159.0,0.0,18.71,-18.7,-2.16,2020,0.0,nyj,2020-11-09
11,Sun,4:05PM ET,0,0,0-10,1,Los Angeles Chargers,28.0,34.0,20.0,292.0,196.0,96.0,1.0,28.0,376.0,347.0,29.0,1.0,7.52,-16.66,3.42,2020,0.0,nyj,2020-11-22
12,Sun,1:00PM ET,0,0,0-11,0,Miami Dolphins,3.0,20.0,10.0,260.0,173.0,87.0,2.0,22.0,345.0,241.0,104.0,2.0,-15.02,-1.9,-3.01,2020,0.0,nyj,2020-11-29
13,Sun,1:00PM ET,0,0,0-12,0,Las Vegas Raiders,28.0,31.0,24.0,376.0,170.0,206.0,3.0,24.0,440.0,368.0,72.0,2.0,7.59,-9.86,0.37,2020,0.0,nyj,2020-12-06
14,Sun,4:05PM ET,0,0,0-13,1,Seattle Seahawks,3.0,40.0,12.0,185.0,116.0,69.0,1.0,28.0,410.0,236.0,174.0,1.0,-10.41,-22.39,-2.47,2020,0.0,nyj,2020-12-13
15,Sun,4:05PM ET,1,0,1-13,1,Los Angeles Rams,23.0,20.0,17.0,289.0,196.0,93.0,0.0,16.0,303.0,189.0,114.0,1.0,0.42,2.53,0.32,2020,0.07142857142857142,nyj,2020-12-20
16,Sun,1:00PM ET,1,0,2-13,0,Cleveland Browns,23.0,16.0,18.0,333.0,202.0,131.0,0.0,23.0,299.0,254.0,45.0,2.0,0.77,5.93,-4.45,2020,0.13333333333333333,nyj,2020-12-27
17,Sun,1:00PM ET,0,0,2-14,1,New England Patriots,14.0,28.0,21.0,350.0,239.0,111.0,2.0,23.0,404.0,238.0,166.0,0.0,3.92,-18.13,0.05,2020,0.125,nyj,2020-01-03
1,Sun,1:00PM ET,0,0,0-1,1,Carolina Panthers,14.0,19.0,16.0,252.0,207.0,45.0,1.0,17.0,381.0,270.0,111.0,1.0,-10.0,-1.31,3.49,2021,0.0,nyj,2021-09-12
2,Sun,1:00PM ET,0,0,0-2,0,New England Patriots,6.0,25.0,18.0,336.0,184.0,152.0,4.0,17.0,260.0,159.0,101.0,0.0,-12.66,-0.24,-3.52,2021,0.0,nyj,2021-09-19
3,Sun,4:05PM ET,0,0,0-3,1,Denver Broncos,0.0,26.0,11.0,162.0,119.0,43.0,2.0,23.0,343.0,223.0,120.0,1.0,-27.58,-4.68,1.98,2021,0.0,nyj,2021-09-26
4,Sun,1:00PM ET,1,1,1-3,0,Tennessee Titans,27.0,24.0,16.0,355.0,289.0,66.0,1.0,30.0,430.0,253.0,177.0,0.0,8.42,-2.8,-0.71,2021,0.25,nyj,2021-10-03
5,Sun,9:30AM ET,0,0,1-4,1,Atlanta Falcons,20.0,27.0,17.0,230.0,166.0,64.0,1.0,28.0,450.0,342.0,108.0,2.0,3.2,-17.36,4.18,2021,0.2,nyj,2021-10-10
7,Sun,1:00PM ET,0,0,1-5,1,New England Patriots,13.0,54.0,18.0,299.0,237.0,62.0,3.0,32.0,551.0,403.0,148.0,0.0,-5.92,-37.61,-0.06,2021,0.16666666666666666,nyj,2021-10-24
8,Sun,1:00PM ET,1,0,2-5,0,Cincinnati Bengals,34.0,31.0,32.0,511.0,414.0,97.0,3.0,18.0,318.0,277.0,41.0,1.0,8.01,-3.26,-4.33,2021,0.2857142857142857,nyj,2021-10-31
9,Thu,8:20PM ET,0,0,2-6,1,Indianapolis Colts,30.0,45.0,30.0,486.0,398.0,88.0,2.0,28.0,532.0,272.0,260.0,0.0,17.45,-32.44,-0.23,2021,0.25,nyj,2021-11-04
10,Sun,1:00PM ET,0,0,2-7,0,Buffalo Bills,17.0,45.0,22.0,366.0,296.0,70.0,5.0,26.0,489.0,350.0,139.0,2.0,-5.27,-22.44,0.62,2021,0.2222222222222222,nyj,2021-11-14
