Week,Day,Time,W/L,OT,Record,@,Opponent,TeamScore,OpponentScore,Off_1stDn,Off_Totyd,Off_PassYd,Off_RushYd,Off_TO,Def_1stDn,Def_Totyd,Def_PassYd,Def_RushYd,Def_TO,ExpOff,ExpDef,ExpSpTeams,year,Team,month,day,Timestamp
14,Sun,1:00PM ET,0,0,3-10,1,New York Jets,21.0,22.0,22.0,362.0,240.0,122.0,1.0,22.0,374.0,262.0,112.0,1.0,5.46,-5.93,-0.46,2019,mia,December,8,2019-12-08
15,Sun,1:00PM ET,0,0,3-11,1,New York Giants,20.0,36.0,22.0,384.0,262.0,122.0,1.0,24.0,412.0,274.0,138.0,3.0,0.43,-13.11,-4.97,2019,mia,December,15,2019-12-15
16,Sun,1:00PM ET,1,1,4-11,0,Cincinnati Bengals,38.0,35.0,29.0,502.0,406.0,96.0,1.0,25.0,430.0,371.0,59.0,1.0,21.63,-7.22,-8.48,2019,mia,December,22,2019-12-22
17,Sun,1:00PM ET,1,0,5-11,1,New England Patriots,27.0,24.0,26.0,389.0,326.0,63.0,0.0,18.0,352.0,217.0,135.0,2.0,13.34,-6.29,-4.09,2019,mia,December,29,2019-12-29
1,Sun,1:00PM ET,0,0,0-1,1,New England Patriots,11.0,21.0,20.0,269.0,182.0,87.0,3.0,29.0,357.0,140.0,217.0,1.0,-2.2,-14.11,5.64,2020,mia,September,13,2020-09-13
2,Sun,1:00PM ET,0,0,0-2,0,Buffalo Bills,28.0,31.0,28.0,410.0,311.0,99.0,0.0,23.0,523.0,411.0,112.0,1.0,12.7,-21.16,2.3,2020,mia,September,20,2020-09-20
3,Thu,8:20PM ET,1,0,1-2,1,Jacksonville Jaguars,31.0,13.0,23.0,294.0,156.0,138.0,0.0,22.0,318.0,246.0,72.0,2.0,12.93,5.61,-1.87,2020,mia,September,24,2020-09-24
4,Sun,1:00PM ET,0,0,1-3,0,Seattle Seahawks,23.0,31.0,25.0,415.0,312.0,103.0,2.0,26.0,441.0,343.0,98.0,1.0,7.12,-16.11,1.32,2020,mia,October,4,2020-10-04
5,Sun,4:05PM ET,1,0,2-3,1,San Francisco 49ers,43.0,17.0,22.0,436.0,342.0,94.0,0.0,19.0,259.0,128.0,131.0,3.0,19.36,9.48,0.03,2020,mia,October,11,2020-10-11
6,Sun,4:05PM ET,1,0,3-3,0,New York Jets,24.0,0.0,18.0,302.0,192.0,110.0,2.0,13.0,263.0,148.0,115.0,1.0,0.32,18.17,3.79,2020,mia,October,18,2020-10-18
8,Sun,1:00PM ET,1,0,4-3,0,Los Angeles Rams,28.0,17.0,8.0,145.0,90.0,55.0,2.0,31.0,471.0,340.0,131.0,4.0,-21.63,18.41,12.41,2020,mia,November,1,2020-11-01
9,Sun,4:25PM ET,1,0,5-3,1,Arizona Cardinals,34.0,31.0,24.0,312.0,221.0,91.0,0.0,26.0,442.0,264.0,178.0,1.0,15.28,-17.94,6.36,2020,mia,November,8,2020-11-08
10,Sun,4:05PM ET,1,0,6-3,0,Los Angeles Chargers,29.0,21.0,17.0,280.0,169.0,111.0,1.0,19.0,273.0,174.0,99.0,1.0,-7.96,1.88,14.67,2020,mia,November,15,2020-11-15
11,Sun,4:05PM ET,0,0,6-4,1,Denver Broncos,13.0,20.0,17.0,223.0,167.0,56.0,1.0,19.0,459.0,270.0,189.0,2.0,-6.76,-9.2,4.92,2020,mia,November,22,2020-11-22
12,Sun,1:00PM ET,1,0,7-4,1,New York Jets,20.0,3.0,22.0,345.0,241.0,104.0,2.0,10.0,260.0,173.0,87.0,2.0,1.9,15.02,3.01,2020,mia,November,29,2020-11-29
13,Sun,1:00PM ET,1,0,8-4,0,Cincinnati Bengals,19.0,7.0,23.0,406.0,296.0,110.0,1.0,12.0,196.0,156.0,40.0,2.0,5.94,7.2,-1.67,2020,mia,December,6,2020-12-06
14,Sun,1:00PM ET,0,0,8-5,0,Kansas City Chiefs,27.0,33.0,27.0,367.0,287.0,80.0,1.0,22.0,448.0,354.0,94.0,4.0,10.4,-3.61,-14.14,2020,mia,December,13,2020-12-13
15,Sun,1:00PM ET,1,0,9-5,0,New England Patriots,22.0,12.0,26.0,383.0,133.0,250.0,1.0,18.0,303.0,186.0,117.0,1.0,16.71,1.0,-6.16,2020,mia,December,20,2020-12-20
16,Sat,8:15PM ET,1,0,10-5,1,Las Vegas Raiders,26.0,25.0,18.0,383.0,253.0,130.0,0.0,23.0,418.0,314.0,104.0,1.0,6.02,-11.22,3.21,2020,mia,December,26,2020-12-26
17,Sun,1:00PM ET,0,0,10-6,1,Buffalo Bills,26.0,56.0,27.0,454.0,384.0,70.0,4.0,24.0,455.0,377.0,78.0,2.0,-8.17,-19.85,-2.88,2020,mia,January,3,2020-01-03
1,Sun,4:25PM ET,1,0,1-0,1,New England Patriots,17.0,16.0,16.0,259.0,185.0,74.0,1.0,24.0,393.0,268.0,125.0,2.0,-0.74,-5.75,6.05,2021,mia,September,12,2021-09-12
2,Sun,1:00PM ET,0,0,1-1,0,Buffalo Bills,0.0,35.0,13.0,216.0,145.0,71.0,3.0,21.0,314.0,171.0,143.0,2.0,-24.67,-8.16,0.37,2021,mia,September,19,2021-09-19
3,Sun,4:05PM ET,0,1,1-2,1,Las Vegas Raiders,28.0,31.0,22.0,330.0,197.0,133.0,0.0,28.0,497.0,357.0,140.0,1.0,5.04,-7.21,-0.43,2021,mia,September,26,2021-09-26
4,Sun,1:00PM ET,0,0,1-3,0,Indianapolis Colts,17.0,27.0,13.0,203.0,168.0,35.0,2.0,20.0,349.0,210.0,139.0,1.0,-1.62,-8.09,-4.01,2021,mia,October,3,2021-10-03
5,Sun,1:00PM ET,0,0,1-4,1,Tampa Bay Buccaneers,17.0,45.0,17.0,301.0,262.0,39.0,2.0,33.0,558.0,437.0,121.0,0.0,4.28,-40.54,3.08,2021,mia,October,10,2021-10-10
6,Sun,9:30AM ET,0,0,1-5,1,Jacksonville Jaguars,20.0,23.0,23.0,431.0,354.0,77.0,1.0,21.0,396.0,312.0,84.0,1.0,6.22,-4.44,-2.72,2021,mia,October,17,2021-10-17
7,Sun,1:00PM ET,0,0,1-6,0,Atlanta Falcons,28.0,30.0,27.0,413.0,281.0,132.0,2.0,21.0,397.0,325.0,72.0,2.0,10.04,-10.55,-0.22,2021,mia,October,24,2021-10-24
8,Sun,1:00PM ET,0,0,1-7,1,Buffalo Bills,11.0,26.0,16.0,262.0,194.0,68.0,2.0,24.0,351.0,249.0,102.0,0.0,-8.74,-4.52,-1.89,2021,mia,October,31,2021-10-31
9,Sun,1:00PM ET,1,0,2-7,0,Houston Texans,17.0,9.0,22.0,262.0,215.0,47.0,5.0,14.0,272.0,199.0,73.0,4.0,-8.14,19.43,-4.21,2021,mia,November,7,2021-11-07
10,Thu,8:20PM ET,1,0,3-7,0,Baltimore Ravens,22.0,10.0,17.0,350.0,290.0,60.0,0.0,23.0,304.0,210.0,94.0,2.0,-4.72,13.81,0.84,2021,mia,November,11,2021-11-11
